﻿"ফক্সট্রট ইন কান্দাহার","ডুয়্যান ইভান্স","","TK. 300","TK. 225"
﻿"এক বগার গল্প","মাহমুদা আখতার","","TK. 100","TK. 75"
﻿"অর্ক দিদার ছড়ার ঝুলি","পূরবী মিত্র","","TK. 160","TK. 120"
﻿"আমাদের জাতির পিতা","অমল সাহা","","TK. 70","TK. 53"
﻿"ব্যাঙের রাজা","আলমগীর রহমান","","TK. 60","TK. 45"
﻿"শেক্সপিয়র রচনাসমগ্র","উইলিয়াম শেক্সপীয়ার","","TK. 400","TK. 300"
﻿"মা মাটি ও মানুষ","মিজানুর রহমান ভূঁইয়া","","TK. 200","TK. 150"
﻿"বাংলাদেশের কৃষকের সংগ্রাম","সত্যেন সেন","","TK. 150","TK. 113"
﻿"৭১ (চতুর্থ খন্ড) মুক্তিযুদ্ধের গল্প","শেখ রফিক","","TK. 600","TK. 450"
﻿"৭১ (পঞ্চম খন্ড) মুক্তিযুদ্ধের কবিতা","শেখ রফিক","","TK. 350","TK. 263"
﻿"চতুর্থ শিল্পবিপ্লব দার্শনিক ভাবনা","মো. নূরুজ্জামান","","TK. 250","TK. 188"
﻿"টেন ডিজিট","ডা. আনিস আহমেদ","","TK. 200","TK. 150"
﻿"স্বাস্থ্য জনসংখ্যা যোগাযোগ","ড. শেখ আবদুস সালাম","","TK. 450","TK. 338"
﻿"শিল্পবোধ ও শিল্প বিচার","ড. আব্দুস সাত্তার","","TK. 550","TK. 413"
﻿"নয়া দুনিয়ার দর্শন","ওভশি ইয়াখোৎ","","TK. 120","TK. 90"
﻿"প্রবাসের ঘর সংসার","বাবুল সিরাজী","","TK. 250","TK. 188"
﻿"মুজিব তোমায় দেখেছি","রানা হামিদ","","TK. 150","TK. 113"
﻿"শব্দহীন প্রলাপ","আব্দুল খালেক ফারুক","","TK. 150","TK. 113"
﻿"নাফাকুম","মনোজিত ওঝা ","","TK. 150","TK. 113"
﻿"ছন্দে-ছড়ায় স্বাধীনতা ও শেখ মুজিব","নিতাই চন্দ্র রায়","","TK. 280","TK. 210"
﻿"নির্বাচিত ৩০০ কবিতা","হাবীবুল্লাহ সিরাজী","","TK. 350","TK. 263"
﻿"আশ্চর্য মেঘ কিংবা আমার শীতজীবন","শেখ মেহেদী ","","TK. 125","TK. 94"
﻿"আপনালয়ই নিরাপদ জেল","এনাম রাজু","","TK. 180","TK. 135"
﻿"নিউজপ্রিন্ট মিলের নিউজপ্রিন্ট স্কুল","কাজী রফিকুল ইসলাম","","TK. 225","TK. 169"
﻿"আল-কোরআন সৃষ্টি রহস্য জোড়ে জোড়ে","মোঃ আবদুল হক খান","","TK. 180","TK. 135"
﻿"খসড়া খাতা: নারীবাদী সাহিত্যতত্ত্ব ও বিবিধ প্রসঙ্গ","অদিতি ফাল্গুনী","","TK. 250","TK. 188"
﻿"বিনীতা","নাজনীন হাসান চুমকী","","TK. 165","TK. 124"
﻿"নির্বাচিত সনেটগুচ্ছ","হাফিজুর রহমান (প্রফেসর)","","TK. 150","TK. 113"
﻿"আত্মসমর্পণের আগে","হাফিজুর রহমান (কবি)","","TK. 150","TK. 113"
﻿"আমার নয়নে তুমি","মৌলি মালিকা কামাল ","","TK. 200","TK. 150"
﻿"বিশ্বসাহিত্যের শ্রেষ্ঠ প্রবন্ধ","মোজাফ্ফর হোসেন","","TK. 330","TK. 248"
﻿"আত্মহত্যা","এ. এন. এম নূরুল হক","","TK. 450","TK. 338"
﻿"আলতামনি ২য় খন্ড (জাগৃতি)","জিল্‌লুর রহমান","","TK. 200","TK. 150"
﻿"গল্পে গল্পে স্বাস্থ্যকথা","কামরুল আহসান","","TK. 200","TK. 150"
﻿"রহস্যময় মৃত্যুসড়ক","ইকবাল খন্দকার","","TK. 200","TK. 150"
﻿"স্মৃতিপটে বঙ্গবন্ধু : শেখের সমসাময়িক","সৈয়দ নাজমুদ্দিন হাশেম","","TK. 250","TK. 188"
﻿"কৈশরের মনোস্তত্ত্ব ","ফজিলাতুন নেসা শাপলা","","TK. 350","TK. 263"
﻿"গণজাগরণের দিনগুলি","এফ এম শাহীন","","TK. 500","TK. 375"
﻿"মণিপুরি মুসলিম","সাজ্জাদুল হক স্বপন","","TK. 490","TK. 368"
﻿"মাও সেতুঙের জ্ঞানতত্ত্ব","আবুল কাসেম ফজলুল হক","","TK. 280","TK. 210"
﻿"ফ্লাইটস","ওলগা তোকারজুক‘র","","TK. 470","TK. 353"
﻿"ছোট্ট রাজপুত্র","অঁতোয়ান দ্য স্যাঁৎ-একজ্যুপেরি","","TK. 380","TK. 285"
﻿"ইস্ট ইন্ডিয়া কোম্পানির অর্থনৈতিক ইতিহাস ভারত উপমহাদেশ","তীর্থংকর রায়","","TK. 250","TK. 188"
﻿"ভালোবাসা প্রতিদিন","মোহাম্মদ এমদাদ হোসেন","","TK. 150","TK. 113"
﻿"রাগিণী","আল মাহমুদ","","TK. 150","TK. 104"
﻿"ইতিহাসের মোড় ফেরা","মোস্তাক শরীফ","","TK. 227","TK. 170"
﻿"ইসলামিক মোটিভেশন ","মাহমুদুল হক জালীস ","","TK. 370","TK. 278"
﻿"লবটুলিয়ার কাহিনি","বিভূতিভূষণ বন্দ্যোপাধ্যায়","","TK. 160","TK. 120"
﻿"যে ভাবে নিজেকে গড়ে তুলবেন","জুলফিয়া ইসলাম","","TK. 200","TK. 150"
﻿"বাংলাদেশের সমকালীন জাদুবাস্তব গল্প","মোজাফ্ফর হোসেন","","TK. 450","TK. 338"
﻿"কয়েদি","অঞ্জন হাসান পবন","","TK. 270","TK. 203"
﻿"এমনি বরষা ছিলো সেদিন","শহিদ হোসেন খোকন","","TK. 200","TK. 150"
﻿"দীর্ঘায়িত দুঃখগুলো","মিলু শামস","","TK. 150","TK. 113"
﻿"নামগন্ধ","মলয় রায় চৌধুরী","","TK. 300","TK. 225"
﻿"মারিলে কান্দিস না আমার দায়","সুমনকুমার দাশ","","TK. 200","TK. 150"
﻿"তোমাতে করিব বাস","জুলফিকার বকুল","","TK. 200","TK. 150"
﻿"ইলিয়ড ও ওডিসি","হোমার","","TK. 200","TK. 150"
﻿"পৃথিবীর পথে","ম্যাক্সিম গোর্কি","","TK. 230","TK. 173"
﻿"শ্রেষ্ঠ রচনাসমগ্র","সুকান্ত ভট্টাচার্য","","TK. 300","TK. 150"
﻿"সুকুমার রায়ের ছড়া সংগ্রহ","সুজন বড়ুয়া","","TK. 200","TK. 150"
﻿"বরিশালের আঞ্চলিক ভাষার কোষ","মো: কাইমুল ইসলাম","","TK. 250","TK. 188"
﻿"প্রথম আঞ্চলিক বাংলা শব্দকোষ","মোহাম্মদ আবদুল কাইউম","","TK. 275","TK. 206"
﻿"কিডস ১০০০ ওয়ার্ডস","মোস্তাফিজুল হক","","TK. 180","TK. 135"
﻿"বেহায়া বিবেক","এন্ড্রোমিডা সুমি","","TK. 160","TK. 120"
﻿"টমাস আলভা এডিসন","জোহরা শিউলী","","TK. 100","TK. 75"
﻿"রঙিন রোদের কনে","মুসফিরা মারিয়াম","","TK. 150","TK. 113"
﻿"একদিন সব কিছু গল্প হয়ে যায়","আহমাদ মোস্তফা কামাল","","TK. 210","TK. 158"
﻿"ফজলুল হকের গল্পসংগ্রহ","ফয়সাল আহমেদ","","TK. 120","TK. 90"
﻿"ধানশি","জাহেদ মোতালেব","","TK. 240","TK. 180"
﻿"অচিরকাল ","সিদ্ধার্থ হক","","TK. 950","TK. 713"
﻿"শতরূপা ঢাকা বিশ্ববিদ্যালয়","শারফিন শাহ","","TK. 580","TK. 435"
﻿"আত্ম-উন্নয়নমূলক ৮টি আলোচিত বই (বইমেলা ২০২০)","মনজুর এইচ","","TK. 2,062","TK. 1,547"
﻿"আলোচিত ৮টি ইসলামি বই (বইমেলা ২০২০)","মুফতি ইসমাঈল মেন্‌ক","","TK. 2,774","TK. 2,081"
﻿"বইমেলা ২০২০ এর আলোচিত ১০টি উপন্যাস","লতিফুল ইসলাম শিবলী","","TK. 4,723","TK. 3,542"
﻿"চোখের বালি","রবীন্দ্রনাথ ঠাকুর","","TK. 200","TK. 150"
﻿"শেক্সপিয়র শ্রেষ্ঠ রচনা সমগ্র","উইলিয়াম শেক্সপীয়ার","","TK. 380","TK. 266"
﻿"ফান্ডামেন্টাল অব ই-কমার্স","সাঈদ রহমান","","TK. 330","TK. 248"
﻿"অত্যাচারিতের শিক্ষা","আমিনুল ইসলাম ভুঁইয়া","","TK. 450","TK. 338"
﻿"গান থেকে গানে","সুমনকুমার দাশ","","TK. 160","TK. 120"
﻿"খুকুর ভয়","মাহবুবা চৌধুরী","","TK. 60","TK. 45"
﻿"আম আঁটির ভেঁপু","বিভূতিভূষণ বন্দ্যোপাধ্যায়","","TK. 200","TK. 150"
﻿"আমার মা মাদাম কুরি","ইভ কুরি","","TK. 120","TK. 90"
﻿"নো এক্সাম","শামীম ইসলাম মুঞ্জু","","TK. 150","TK. 113"
﻿"ব্রোঞ্জের মৌমাছি ও অন্যান্য","রায়হান রাইন","","TK. 300","TK. 225"
﻿"আবর্তন","শেলী জামান খান","","TK. 250","TK. 188"
﻿"নির্বাচিত ১০০ কবিতা","রবীন্দ্রনাথ ঠাকুর","","TK. 290","TK. 218"
﻿"সহজভাবে ছোটদের বঙ্গবন্ধুর জীবনী","মোহাম্মদ জিল্লুর রহমান","","TK. 180","TK. 135"
﻿"বিজ্ঞানের ছয়শো প্রশ্ন","প্রফেসর ড. নিশীথ কুমার পাল","","TK. 270","TK. 203"
﻿"গল্পসমগ্র","সুকুমার রায়","","TK. 300","TK. 225"
﻿"ছোটদের সাধারণ জ্ঞান","রবিউল ইসলাম","","TK. 220","TK. 165"
﻿"প্রযত্নে, বাবা","সোহানা হোসেন নিশি","","TK. 200","TK. 150"
﻿"ঘোড়ার ডিম","ধনিরাম বড়ুয়া","","TK. 100","TK. 75"
﻿"সিন্দুকের চাবি","মঞ্জু সরকার","","TK. 250","TK. 188"
﻿"পূর্ববাংলার জমিদার বাড়ি","মোশাররফ হোসেন (বাংলা বিভাগ)","","TK. 250","TK. 188"
﻿"তার চোখের তারায়","সায়ক আমান","","TK. 360","TK. 252"
﻿"গণতান্ত্রিক সভ্যতা","লেসলি লিপসন","","TK. 400","TK. 300"
﻿"দ্য পাওয়ার অব ইনটেনশন ","ওয়েন ডব্লিউ ডায়ার  ","","TK. 400","TK. 300"
﻿"কনসেনট্রেশন ক্যাম্প ","সুরেশ রঞ্জন বসাক","","TK. 370","TK. 278"
﻿"সাংসারেক মান্দিরাংনি ওয়ান্না","পরাগ রিছিল","","TK. 450","TK. 338"
﻿"শ্রেষ্ঠ গল্প","জাঁ-পল সার্ত্রে","","TK. 250","TK. 188"
﻿"সাহীহ্ আল্-বুখারী -৩য় খণ্ড","আবূ আবদুল্লাহ্ মুহাম্মদ ইবন ইসমাঈল আল-বুখারী আল-জুফী (রহ)","","TK. 520","TK. 390"
﻿"অসমাপ্ত বন্ধুত্ব","শাহরিয়ার সোহাগ","","TK. 200","TK. 150"
﻿"গুরগী ও তার বাচ্চারা","মেঘাদৃতা বিশ্বাস","","TK. 100","TK. 75"
﻿"ছড়ার ছড়াছড়ি","নকুল কুমার বিশ্বাস","","TK. 400","TK. 300"
﻿"হার বেনি","সাইলাস কে. হকিং","","TK. 250","TK. 188"
﻿"গড এ হিউম্যান হিস্ট্রি ","রেজা আসলান","","TK. 400","TK. 300"
﻿"হাই ভোল্টেজ মোটিভেশন","হারুন-আর-রশিদ   ","","TK. 400","TK. 300"
﻿"কামিনী বিলাস","ম. শহিদুল্লাহ্","","TK. 225","TK. 169"
﻿"অরণ্য এবং তুমি","শেখ সুজন আলী","","TK. 250","TK. 188"
﻿"মেঘের দেশে পরীর বাড়ি","দেলোয়ার হোসেন দিলু","","TK. 70","TK. 49"
﻿"বিজয়ের হাসি","কবির কাঞ্চন","","TK. 50","TK. 38"
﻿"একতাই শক্তি","ড. মোহাম্মদ আমীন","","","TK. 45"
﻿"আফ্রিকান ও অন্যান্য অনুবাদ কবিতা","সৈয়দ শামসুল হক","","TK. 235","TK. 176"
﻿"নদীমেখলা দেশে","পান্থ কমল","","TK. 200","TK. 150"
﻿"প্রবঞ্চনা","সৈয়দা শর্মিলী জাহান","","TK. 222","TK. 167"
﻿"Journey to Silence","আজমল সোবহান","","TK. 550","TK. 413"
﻿"জলধর সেনের আত্মজীবনী","আবুল আহসান চৌধুরী","","TK. 495","TK. 371"
﻿"পাখির চোখে দেখা","আহমাদ মোস্তফা কামাল","","TK. 270","TK. 203"
﻿"বঙ্গবন্ধু","সুমন্ত গুপ্ত","","TK. 150","TK. 113"
﻿"দ্য পেল হর্স","আগাথা ক্রিস্টি","","TK. 325","TK. 244"
﻿"নিবিড় মেঘের ছায়ায় মন দিয়েছি মেলে","মোহাম্মদ ছদর উদ্দিন","","TK. 140","TK. 105"
﻿"খুশি হতে হয় সবাইকে নিয়ে","সত্যজিৎ বিশ্বাস","","TK. 100","TK. 90"
﻿"বঙ্গবন্ধু শেখ মুজিব","গোলাম সামদানী কোরায়শী","","","TK. 42"
﻿"আর্টেমিস ফাউল অ্যাণ্ড দ্য ওপাল ডিসেপশন","ওয়েন কোলফার","","TK. 320","TK. 224"
﻿"বঙ্গবন্ধুকে লেখা চিঠি","কামাল হোসাইন","","","TK. 150"
﻿"ওয়েদার মেকার","পিনাকী ভট্টাচার্য","","TK. 250","TK. 188"
﻿"আর্টেমিস ফাউল","ওয়েন কোলফার","","TK. 250","TK. 175"
﻿"ফাংসাং","সাদিকা রুমন","","TK. 175","TK. 154"
﻿"ইতিহাসের অলি গলি","জিয়াউল হক","","TK. 180","TK. 158"
﻿"মানচিত্রে দেশ বিদেশ","মোঃ আবু জাফর হাওলাদার","","TK. 500","TK. 425"
﻿"হ্যামিলনের বাঁশিওয়ালা","কিডস্‌ বুকস্‌","","TK. 95","TK. 67"
﻿"বঙ্গবন্ধু কোষ","মুনতাসীর মামুন","","","TK. 350"
﻿"আট রহস্য","আহমেদ রিয়াজ","","TK. 275","TK. 234"
﻿"ডায়াবেটিজ রোগে কি খাবেন","ডাঃ বিমল ছাজেড়","","TK. 175","TK. 105"
﻿"কার দোষ?","সুকুমার রায়","","TK. 175","TK. 154"
﻿"চিতা ও সাহসী কুকুর","ইমদাদুল হক মিলন","","TK. 175","TK. 154"
﻿"তোমার জন্য জ্ঞানকাব্য","আহমেদ শরীফ","","TK. 250","TK. 213"
﻿"চারু ও কারু কলা","হাফিজুর রহমান ভূঞা","","TK. 1,000","TK. 910"
﻿"সেরা কিশোর সম্ভার","অবনীন্দ্রনাথ ঠাকুর","","TK. 600","TK. 510"
﻿"ইউরোপের ডাকে","মাসুম হোসেন চৌধুরী","","TK. 470","TK. 353"
﻿"স্বাস্থ্য সুরক্ষায় আধুনিক চর্চা ও চিকিৎসা","ড. এম হেলাল ","","TK. 280","TK. 210"
﻿"কিয়ামতের ছহীহ আলামত","শাইখ ইছ্বাম মূসা হাদী","","TK. 120","TK. 90"
﻿"ফাইনম্যান ডায়াগ্রাম","সাকিবুল ইসলাম","","TK. 180","TK. 135"
﻿"ভলিউম-২০: কুয়াশা-৫৮, ৫৯, ৬০","কাজী আনোয়ার হোসেন","","TK. 27","TK. 20"
﻿"মনিরউদ্দীন ইউসুফ: জীবন সৃষ্টি ও দৃষ্টি","হালিম দাদ খান","","TK. 250","TK. 188"
﻿"তিড়িং বিড়িং ফড়িং ধরি","কামরুল আলম ","","TK. 100","TK. 70"
﻿"তথাগত","শাহযাদ ফিরদাউস","","TK. 200","TK. 150"
﻿"শ্রোডিঙ্গারের বিড়াল","আব্দুল গাফফার রনি","","TK. 270","TK. 203"
﻿"ভিসুভিয়াস-১ম খণ্ড","মোঃ আবুল কালাম আজাদ","","TK. 150","TK. 132"
﻿"উইলিয়াম শেক্সপিয়র উদ্ধৃতকোষ","উইলিয়াম শেক্সপীয়ার","","TK. 400","TK. 340"
﻿"দার্শনিকদের গল্প","হাসনা বেগম","","TK. 225","TK. 191"
﻿"উত্তর আফ্রিকার আরব রাষ্ট্রসমূহের রাজনৈতিক ইতিহাস","মো. হুমায়ুন কবির চৌধুরী","","TK. 200","TK. 176"
﻿"হৃদয়ের কথা","অধ্যাপক (ডাঃ) মোঃ তৌফিকুর রহমান (ফারুক)","","TK. 100","TK. 70"
﻿"শেখ মুজিবর রহমান কিশোর জীবনী","ইশতিয়াক আলম","","TK. 200","TK. 150"
﻿"মুসলিম মনিষীদের জীবনী","হানুফা ইমদাদ","","TK. 120","TK. 84"
﻿"মজার মজার গণিত কুইজ ও ধাঁধার খেলা","মুস্তাক আহমেদ","","TK. 200","TK. 140"
﻿"এভারেস্ট","অদ্রি - পাহাড় পর্বতের প্যাচালী","","TK. 300","TK. 225"
﻿"ইলহাম ও অন্যান্য কবিতা","ইমরান চৌধুরী","","TK. 200","TK. 176"
﻿"বাংলাদেশের নারী অধিকার আইন","ড. আরিফা জেসমিন নাহীন","","TK. 320","TK. 256"
﻿"বঙ্গবন্ধু ও বাংলাদেশ প্রসঙ্গ","ড. অরুণ কুমার গোস্বামী","","TK. 400","TK. 300"
﻿"মেঘ-মিতালী হৃদয়","ননী গোপাল সরকার","","TK. 180","TK. 158"
﻿"ভাবনারা ইয়ারফোনের তারের মতো","রবিউল আলম  ","","TK. 150","TK. 113"
﻿"Frozen","লিটল এনগেসল","","TK. 95","TK. 86"
﻿"The Frozen Monster","লিটল এনগেসল","","TK. 95","TK. 86"
﻿"৫টি মুক্ত নাটক","প্রদীপ দেওয়ানজী","","TK. 100","TK. 75"
﻿" Stygian Serendipity","মুগ্ধা চন্দ্রিকা","","TK. 150","TK. 132"
﻿"রহস্য","রোন্ডা বাইর্ণ","","TK. 220","TK. 154"
﻿"সহজ সূত্রে প্রমিত বাংলা বানান","ড. মোহাম্মদ আমীন","","","TK. 250"
﻿"হাইকোর্ট পারমিশন ভাইভা সহায়িকা প্রস্তুতি ও কৌশল","মুহাম্মদ আবদুল করিম","","TK. 200","TK. 140"
﻿"লিগ্যাল রিসার্চ পদ্ধতি ও কৌশল","আরিফ খান","","TK. 200","TK. 140"
﻿"স্বর্গীয় গন্দম","মাহমুদুল হক জালীস ","","TK. 160","TK. 141"
﻿"আগাথা ক্রিস্টির সেরা ৫টি অনুবাদ বই","আগাথা ক্রিস্টি","","TK. 1,328","TK. 996"
﻿"বাতিঘর প্রকাশনীর ১১ জন বিদেশী লেখকের জনপ্রিয় অনুবাদ বই","মারিও পূজো","","TK. 3,510","TK. 2,412"
﻿"রিচ ড্যাড পুওর ড্যাড","আসাদুজ্জামান খান","","TK. 220","TK. 125"
﻿"গল্পে গল্পে বাংলা বানান","ড. মোহাম্মদ আমীন","","TK. 140","TK. 123"
﻿"পাহাড়ের ভাঁজে মহাকাব্য"," জাকারিয়া মন্ডল","","TK. 250","TK. 213"
﻿"দি আলকেমিস্ট","পাওলো কোয়েলহো","","TK. 200","TK. 140"
﻿"সহজ কথায় আধুনিক ও বৈজ্ঞানিক পদ্ধতিতে মাছ চাষ রকমারি কালেকশন","কৃষিবিদ মাহফুজুর রহমান","","TK. 615","TK. 547"
﻿"৩০ মনীষীর জীবন দর্শন","শহিদুল ইসলাম","","TK. 225","TK. 191"
﻿"পরাণ ডোমের পোস্টমর্টেম","অমিতাভ অরণ্য","","TK. 250","TK. 188"
﻿"ইনভেস্টিগেটিভ জার্নালিজম অ্যান্ড মিডিয়া","হাসান মাহমুদ","","TK. 520","TK. 390"
﻿"সপ্তবর্ণা","গৌরাঙ্গদেব চক্রবর্ত্তী","","TK. 120","TK. 106"
﻿"টারজান ভলিউম-৩ (ওপারের ডাক-১,২ একত্রে)","এডগার রাইস বারোজ","","TK. 27","TK. 20"
﻿"অদৃশ্য দরজা - কিশোর ফ্যান্টাসি","শামীম হোসেন","","TK. 27","TK. 20"
﻿"হাতে রাখো হাত","খন্দকার মাজহারুল করিম","","TK. 35","TK. 26"
﻿"কুয়াশা সিরিজ-৭৭: কিলার","শেখ আবদুল হাকিম","","TK. 27","TK. 24"
﻿"ভলিউম-২৩: কুয়াশা-৬৭, ৬৮, ৬৯","কাজী আনোয়ার হোসেন","","TK. 27","TK. 20"
﻿"জাস্ট লাইফ হেল","নেইট সাদার্ড","","TK. 200","TK. 176"
﻿"গল্পে গল্পে ধাঁধা","হিটলার এ. হালিম","","TK. 120","TK. 90"
﻿"International Organisations Trends and Issues","ডি এইচ খান","","TK. 250","TK. 238"
﻿"ব্যাকরণ সংকলন","আমিনুল ইসলাম মিলন","","TK. 150","TK. 113"
﻿"গোলাম মুরশিদ সংবর্ধনা গ্রন্থ","স্বরোচিষ সরকার","","TK. 500","TK. 425"
﻿"শিক্ষাব্যবস্থাঃ মৌলিক দৃষ্টিভঙ্গী","জিয়াউল হক","","TK. 60","TK. 45"
﻿"অল্প স্বল্প গল্প","জিয়াউল হক","","TK. 90","TK. 68"
﻿"মনীষীদের বইয়ের নেশা","আবু সাকী মাহবুব","","TK. 90","TK. 68"
﻿"ইতিহাসের দর্পনে- ১","জিয়াউল হক","","TK. 320","TK. 240"
﻿"অন্তর মম বিকশিত করো","জিয়াউল হক","","TK. 300","TK. 225"
﻿"মহামতি আকবর নায়ক না খলনায়ক","জিয়াউল হক","","TK. 300","TK. 225"
﻿"উমাইয়া শাসনের ভেতর বাহির","আহমাদ আমিন","","TK. 220","TK. 165"
﻿"হুমকি","টিপু কিবরিয়া","","TK. 28","TK. 21"
﻿"শিল্পী নিতুন কুন্ডু জীবন ও কর্ম","আসাদুজ্জামান আসাদ","","TK. 350","TK. 263"
﻿"বিয়ে করিয়ে দিন","মুহাম্মাদ শাকিল হোসাইন","","","TK. 60"
﻿"জালবন্দি জীবন","লুৎফুন্নাহার পিকি","","TK. 400","TK. 300"
﻿"আত্মনিয়ন্ত্রণ","শাইখ মুহাম্মাদ সালেহ আল-মুনাজ্জিদ","","TK. 112","TK. 84"
﻿"সাইকোলজি : ইসলামি দৃষ্টিকোণ","ডঃ আইশা হামদান","","TK. 334","TK. 251"
﻿"শ্রেষ্ঠ গল্প ","মাহফুজুর রহমান","","TK. 250","TK. 188"
﻿"বাংলা কোচবিহার সামরিক ইতিহাস","মো. আবুসালেহ সেকেন্দার","","TK. 275","TK. 261"
﻿"একাত্তরের স্বাধীনতা যুদ্ধে বাঙলাদেশে কমিউনিস্টদের রাজনৈতিক ভূমিকা","বদরুদ্দীন উমর","","TK. 200","TK. 150"
﻿"সাদাত হোসাইনের কবিতা কালেকশন","সাদাত হোসাইন ","","TK. 560","TK. 420"
﻿"হুমায়ূন আহমেদ : সাহিত্যের জীবন্ত পাঠশালা","শামীম আহমেদ ১","","TK. 200","TK. 120"
﻿"সাপের বাসায় চিতল মাছ","তারেক খান","","TK. 60","TK. 42"
﻿"মেঘ সেরে মোনো চুক","মৃত্তিকা চাকমা","","TK. 100","TK. 70"
﻿"রক্তকরবী","রবীন্দ্রনাথ ঠাকুর","","TK. 60","TK. 42"
﻿"ধন ধান্য পুষ্প ভরা আমাদের এই বসুন্ধরা","দ্বিজেন্দ্রলাল রায়","","TK. 100","TK. 70"
﻿"দূর দিগন্তের পানে","মোল্লা বাহাউদ্দিন","","TK. 250","TK. 213"
﻿"কুড়ি বছরের কবিতা","তারেক মাহমুদ","","TK. 300","TK. 255"
﻿"অসাধারণ সাধারণ","রুশেমা ইমাম","","TK. 240","TK. 204"
﻿"আঁকাবাঁকা এই পথ","সাজাহান সাকিদার","","TK. 100","TK. 90"
﻿"কাউন্সেলিং সাইকোলজি","মোহাম্মদ আমিনুল ইসলাম","","TK. 250","TK. 228"
﻿"ডুবছি ঝিলাম নদী","সানজিদা আমীর ইনিসী","","TK. 160","TK. 120"
﻿"জীবনযুদ্ধে মালয়েশিয়া ভ্রমণ","মোহাম্মদ শাহজামান শুভ","","TK. 200","TK. 176"
﻿"নির্বাসন (রোমান্টিক থ্রিলার)","শারমিন আঞ্জুম","","TK. 665","TK. 499"
﻿"কিশোর থ্রিলার তিন গোয়েন্দা খনিতে বিপদ!","শামসুদ্দীন নওয়াব","","TK. 28","TK. 21"
﻿"কিশোর থ্রিলার তিন গোয়েন্দা ঝড়ের দ্বীপ","শামসুদ্দীন নওয়াব","","TK. 30","TK. 23"
﻿"বধ্যভূমি","প্রদীপ দেওয়ানজী","","TK. 50","TK. 38"
﻿"অনার্য অর্জুন","হরিশংকর জলদাস","","TK. 250","TK. 188"
﻿"Wonderful Of Shapes","সাবরিনা ইসলাম","","TK. 50","TK. 48"
﻿"ভলিউম-৮: কুয়াশা-২২, ২৩, ২৪","কাজী আনোয়ার হোসেন","","TK. 28","TK. 21"
